"Erstellungsdatum";"05.12.2016";
"Name";"umlagentyp";"Erstattungssatz";"01.01.2009";"01.02.2009";"01.03.2009";"01.04.2009";"01.05.2009";"01.06.2009";"01.07.2009";"01.08.2009";"01.09.2009";"01.10.2009";"01.11.2009";"01.12.2009";"01.01.2010";"01.02.2010";"01.03.2010";"01.04.2010";"01.05.2010";"01.06.2010";"01.07.2010";"01.08.2010";"01.09.2010";"01.10.2010";"01.11.2010";"01.12.2010";"01.01.2011";"01.02.2011";"01.03.2011";"01.04.2011";"01.05.2011";"01.06.2011";"01.07.2011";"01.08.2011";"01.09.2011";"01.10.2011";"01.11.2011";"01.12.2011";"01.01.2012";"01.02.2012";"01.03.2012";"01.04.2012";"01.05.2012";"01.06.2012";"01.07.2012";"01.08.2012";"01.09.2012";"01.10.2012";"01.11.2012";"01.12.2012";"01.01.2013";"01.02.2013";"01.03.2013";"01.04.2013";"01.05.2013";"01.06.2013";"01.07.2013";"01.08.2013";"01.09.2013";"01.10.2013";"01.11.2013";"01.12.2013";"01.01.2014";"01.02.2014";"01.03.2014";"01.04.2014";"01.05.2014";"01.06.2014";"01.07.2014";"01.08.2014";"01.09.2014";"01.10.2014";"01.11.2014";"01.12.2014";"01.01.2015";"01.02.2015";"01.03.2015";"01.04.2015";"01.05.2015";"01.06.2015";"01.07.2015";"01.08.2015";"01.09.2015";"01.10.2015";"01.11.2015";"01.12.2015";"01.01.2016";"01.02.2016";"01.03.2016";"01.04.2016";"01.05.2016";"01.06.2016";"01.07.2016";"01.08.2016";"01.09.2016";"01.10.2016";"01.11.2016";"01.12.2016";
"Metzinger BKK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"0,90";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";"1,00";
"Metzinger BKK";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";
"Metzinger BKK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";"2,50";
"Metzinger BKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,32";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";
"DieSchwenningerKK";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";
"DieSchwenningerKK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,31";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,25";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";"0,35";
"BKK AESCULAP";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,95";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";
"BKK AESCULAP";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,26";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,15";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,50";"0,50";"0,50";"0,50";"0,50";
"BKK Schwarzw.-Baar";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";"2,30";
"BKK Schwarzw.-Baar";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,28";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,34";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";"0,40";
"BKK RRW";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK RRW";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK RRW";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
"BKK RRW";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,90";"2,90";"2,90";"2,90";"2,90";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,50";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"BKK RRW";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";"0,30";
"GEK";"u1";"45,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"GEK";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,20";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";
"GEK";"u1";"65,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";
"GEK";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,10";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";"3,20";
"GEK";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,33";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";"0,42";
"BKK Würth";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,35";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";
"BKK Würth";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"2,20";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"3,30";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";
"BKK Würth";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,12";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,16";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";"0,22";
"AOK Baden-Württemb.";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"0,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"AOK Baden-Württemb.";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,25";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";"1,80";
"AOK Baden-Württemb.";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,00";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";
"AOK Baden-Württemb.";"u1";"70,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,90";"1,90";"1,90";"1,90";"1,90";"1,90";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,40";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";"2,70";
"AOK Baden-Württemb.";"u1";"80,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,70";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";"3,95";
"AOK Baden-Württemb.";"u2";"100,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,20";"0,20";"0,20";"0,20";"0,20";"0,20";"0,23";"0,23";"0,23";"0,23";"0,23";"0,23";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,27";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,38";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";"0,44";
"BKK MAHLE";"u1";"40,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,20";"1,20";"1,20";"1,20";"1,20";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"1,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"BKK MAHLE";"u1";"50,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,30";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";"1,10";
"BKK MAHLE";"u1";"60,00%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,70";"1,70";"1,70";"1,70";"1,70";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"2,10";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,70";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,60";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";"1,40";
